ID,prediction
2019 X 7 X C3022 X AS17005,-1.0024729
2019 X 7 X C3022 X AS27000,15.13198
2019 X 7 X C3022 X AS27132,0.8138053
2019 X 7 X C3022 X AS27133,7.176069
2019 X 7 X C3022 X AS27134,3.485639
2019 X 7 X C3022 X AS27137,0.066019356
2019 X 7 X C3022 X AS27138,-1.4451066
2019 X 7 X C3022 X AS27139,-1.1590345
2019 X 7 X C3022 X AS42018,-0.56303054
2019 X 7 X C3022 X AS46000,-0.15730512
2019 X 7 X C3023 X AS17005,-0.6697095
2019 X 7 X C3023 X AS27000,16.250042
2019 X 7 X C3023 X AS27132,0.8042885
2019 X 7 X C3023 X AS27133,5.5250907
2019 X 7 X C3023 X AS27134,3.1699147
2019 X 7 X C3023 X AS27137,0.3255448
2019 X 7 X C3023 X AS27138,-1.0015621
2019 X 7 X C3023 X AS27139,-1.3385813
2019 X 7 X C3023 X AS42018,-1.0043744
2019 X 7 X C3023 X AS46000,-0.5594071
2019 X 7 X C3043 X AS17005,-0.8293055
2019 X 7 X C3043 X AS27000,16.615479
2019 X 7 X C3043 X AS27132,1.0310167
2019 X 7 X C3043 X AS27133,5.7604337
2019 X 7 X C3043 X AS27134,2.001954
2019 X 7 X C3043 X AS27137,-0.6593197
2019 X 7 X C3043 X AS27138,-1.026983
2019 X 7 X C3043 X AS27139,-0.67080384
2019 X 7 X C3043 X AS42018,-0.30495107
2019 X 7 X C3043 X AS46000,-0.17619216
2019 X 7 X C4001 X AS17005,-0.87624145
2019 X 7 X C4001 X AS27000,14.738698
2019 X 7 X C4001 X AS27132,0.8287326
2019 X 7 X C4001 X AS27133,6.487732
2019 X 7 X C4001 X AS27134,6.984548
2019 X 7 X C4001 X AS27137,0.99339956
2019 X 7 X C4001 X AS27138,-1.6142234
2019 X 7 X C4001 X AS27139,-2.0462549
2019 X 7 X C4001 X AS42018,-0.89908344
2019 X 7 X C4001 X AS46000,-0.027986974
2019 X 7 X C4002 X AS17005,-0.29768658
2019 X 7 X C4002 X AS27000,17.282255
2019 X 7 X C4002 X AS27132,0.97731435
2019 X 7 X C4002 X AS27133,6.376567
2019 X 7 X C4002 X AS27134,1.9717206
2019 X 7 X C4002 X AS27137,-0.73328674
2019 X 7 X C4002 X AS27138,-1.0765212
2019 X 7 X C4002 X AS27139,-0.5759156
2019 X 7 X C4002 X AS42018,-0.27015102
2019 X 7 X C4002 X AS46000,-0.20037389
2019 X 7 X C4003 X AS17005,-0.8929632
2019 X 7 X C4003 X AS27000,14.365033
2019 X 7 X C4003 X AS27132,1.0569494
2019 X 7 X C4003 X AS27133,5.7248034
2019 X 7 X C4003 X AS27134,3.1188889
2019 X 7 X C4003 X AS27137,-0.01941973
2019 X 7 X C4003 X AS27138,-1.4110332
2019 X 7 X C4003 X AS27139,-1.2644646
2019 X 7 X C4003 X AS42018,-0.5732755
2019 X 7 X C4003 X AS46000,-0.084838
2019 X 7 X C4014 X AS17005,-0.6130178
2019 X 7 X C4014 X AS27000,15.102608
2019 X 7 X C4014 X AS27132,2.8883932
2019 X 7 X C4014 X AS27133,18.460003
2019 X 7 X C4014 X AS27134,5.9032464
2019 X 7 X C4014 X AS27137,-0.07899937
2019 X 7 X C4014 X AS27138,-1.6699278
2019 X 7 X C4014 X AS27139,-0.66059184
2019 X 7 X C4014 X AS42018,0.30764267
2019 X 7 X C4014 X AS46000,0.63721
2019 X 7 X C4015 X AS17005,-0.25396764
2019 X 7 X C4015 X AS27000,14.257506
2019 X 7 X C4015 X AS27132,0.26508406
2019 X 7 X C4015 X AS27133,8.867422
2019 X 7 X C4015 X AS27134,7.386738
2019 X 7 X C4015 X AS27137,0.74493337
2019 X 7 X C4015 X AS27138,-1.356807
2019 X 7 X C4015 X AS27139,-1.6565647
2019 X 7 X C4015 X AS42018,-0.87425154
2019 X 7 X C4015 X AS46000,-0.15459019
2019 X 7 X C4016 X AS17005,-0.3284786
2019 X 7 X C4016 X AS27000,16.26268
2019 X 7 X C4016 X AS27132,0.8683735
2019 X 7 X C4016 X AS27133,10.308334
2019 X 7 X C4016 X AS27134,6.893298
2019 X 7 X C4016 X AS27137,1.7411404
2019 X 7 X C4016 X AS27138,-1.0975084
2019 X 7 X C4016 X AS27139,-2.0478754
2019 X 7 X C4016 X AS42018,-1.4405104
2019 X 7 X C4016 X AS46000,-0.40412816
2019 X 7 X C4017 X AS17005,-0.49180984
2019 X 7 X C4017 X AS27000,17.467203
2019 X 7 X C4017 X AS27132,0.98439944
2019 X 7 X C4017 X AS27133,7.220569
2019 X 7 X C4017 X AS27134,1.9204732
2019 X 7 X C4017 X AS27137,-1.0766339
2019 X 7 X C4017 X AS27138,-1.4620118
2019 X 7 X C4017 X AS27139,-0.5700754
2019 X 7 X C4017 X AS42018,0.0057959855
2019 X 7 X C4017 X AS46000,0.026566744
2019 X 7 X C4018 X AS17005,-0.83606064
2019 X 7 X C4018 X AS27000,12.64247
2019 X 7 X C4018 X AS27132,0.6027125
2019 X 7 X C4018 X AS27133,8.503947
2019 X 7 X C4018 X AS27134,5.559865
2019 X 7 X C4018 X AS27137,0.7953222
2019 X 7 X C4018 X AS27138,-1.653075
2019 X 7 X C4018 X AS27139,-2.0480742
2019 X 7 X C4018 X AS42018,-0.789523
2019 X 7 X C4018 X AS46000,0.16509184
2019 X 7 X C4019 X AS17005,-0.20602182
2019 X 7 X C4019 X AS27000,15.366269
2019 X 7 X C4019 X AS27132,15.029746
2019 X 7 X C4019 X AS27133,50.442295
2019 X 7 X C4019 X AS27134,31.248423
2019 X 7 X C4019 X AS27137,6.690755
2019 X 7 X C4019 X AS27138,1.1624198
2019 X 7 X C4019 X AS27139,-1.7826144
2019 X 7 X C4019 X AS42018,1.4004848
2019 X 7 X C4019 X AS46000,2.9023097
2019 X 7 X C4020 X AS17005,1.462081
2019 X 7 X C4020 X AS27000,15.7601385
2019 X 7 X C4020 X AS27132,0.77261865
2019 X 7 X C4020 X AS27133,4.615795
2019 X 7 X C4020 X AS27134,1.728376
2019 X 7 X C4020 X AS27137,-0.28126985
2019 X 7 X C4020 X AS27138,-0.4651546
2019 X 7 X C4020 X AS27139,-0.69250643
2019 X 7 X C4020 X AS42018,-0.96831906
2019 X 7 X C4020 X AS46000,-0.6601002
2019 X 7 X C4021 X AS17005,-0.80171764
2019 X 7 X C4021 X AS27000,13.779115
2019 X 7 X C4021 X AS27132,1.4081292
2019 X 7 X C4021 X AS27133,5.504139
2019 X 7 X C4021 X AS27134,1.7248846
2019 X 7 X C4021 X AS27137,-0.8845874
2019 X 7 X C4021 X AS27138,-1.0863252
2019 X 7 X C4021 X AS27139,-0.38657767
2019 X 7 X C4021 X AS42018,-0.10798171
2019 X 7 X C4021 X AS46000,-0.17866248
2019 X 7 X C4022 X AS17005,-0.9033433
2019 X 7 X C4022 X AS27000,12.134735
2019 X 7 X C4022 X AS27132,0.93987584
2019 X 7 X C4022 X AS27133,5.9580374
2019 X 7 X C4022 X AS27134,3.3132334
2019 X 7 X C4022 X AS27137,0.15308145
2019 X 7 X C4022 X AS27138,-1.5876727
2019 X 7 X C4022 X AS27139,-1.397366
2019 X 7 X C4022 X AS42018,-0.5990641
2019 X 7 X C4022 X AS46000,-0.020528555
2019 X 7 X C4023 X AS17005,-0.5129596
2019 X 7 X C4023 X AS27000,13.419763
2019 X 7 X C4023 X AS27132,0.58054245
2019 X 7 X C4023 X AS27133,9.234079
2019 X 7 X C4023 X AS27134,6.4531517
2019 X 7 X C4023 X AS27137,0.28191036
2019 X 7 X C4023 X AS27138,-1.870267
2019 X 7 X C4023 X AS27139,-1.6273185
2019 X 7 X C4023 X AS42018,-0.37534538
2019 X 7 X C4023 X AS46000,0.3097887
2019 X 7 X C4024 X AS17005,-0.19096819
2019 X 7 X C4024 X AS27000,13.986438
2019 X 7 X C4024 X AS27132,1.033133
2019 X 7 X C4024 X AS27133,5.6495934
2019 X 7 X C4024 X AS27134,1.7202835
2019 X 7 X C4024 X AS27137,-0.8929366
2019 X 7 X C4024 X AS27138,-1.0661652
2019 X 7 X C4024 X AS27139,-0.41888487
2019 X 7 X C4024 X AS42018,-0.23093498
2019 X 7 X C4024 X AS46000,-0.23257086
2019 X 7 X C4025 X AS17005,-0.8935015
2019 X 7 X C4025 X AS27000,11.790826
2019 X 7 X C4025 X AS27132,0.71085995
2019 X 7 X C4025 X AS27133,8.189025
2019 X 7 X C4025 X AS27134,3.8004215
2019 X 7 X C4025 X AS27137,-0.031311035
2019 X 7 X C4025 X AS27138,-1.8264346
2019 X 7 X C4025 X AS27139,-1.3946993
2019 X 7 X C4025 X AS42018,-0.36364076
2019 X 7 X C4025 X AS46000,0.2419323
2019 X 7 X C4026 X AS17005,-0.3131723
2019 X 7 X C4026 X AS27000,12.954698
2019 X 7 X C4026 X AS27132,1.0008532
2019 X 7 X C4026 X AS27133,5.3158827
2019 X 7 X C4026 X AS27134,2.8718097
2019 X 7 X C4026 X AS27137,-0.15347171
2019 X 7 X C4026 X AS27138,-1.4443856
2019 X 7 X C4026 X AS27139,-1.0658345
2019 X 7 X C4026 X AS42018,-0.53688943
2019 X 7 X C4026 X AS46000,-0.18790403
2019 X 7 X C4037 X AS17005,-0.66562825
2019 X 7 X C4037 X AS27000,12.487696
2019 X 7 X C4037 X AS27132,6.580295
2019 X 7 X C4037 X AS27133,25.482328
2019 X 7 X C4037 X AS27134,27.460905
2019 X 7 X C4037 X AS27137,11.197781
2019 X 7 X C4037 X AS27138,2.4439344
2019 X 7 X C4037 X AS27139,-1.8795199
2019 X 7 X C4037 X AS42018,-1.9282792
2019 X 7 X C4037 X AS46000,0.84213907
2019 X 7 X C4038 X AS17005,1.3590657
2019 X 7 X C4038 X AS27000,19.19946
2019 X 7 X C4038 X AS27132,1.0091058
2019 X 7 X C4038 X AS27133,6.9378686
2019 X 7 X C4038 X AS27134,2.519074
2019 X 7 X C4038 X AS27137,-0.7169328
2019 X 7 X C4038 X AS27138,-1.7343563
2019 X 7 X C4038 X AS27139,-0.8418808
2019 X 7 X C4038 X AS42018,-0.31082994
2019 X 7 X C4038 X AS46000,-0.32129055
2019 X 7 X C4054 X AS17005,-1.0374467
2019 X 7 X C4054 X AS27000,11.3209095
2019 X 7 X C4054 X AS27132,1.0697427
2019 X 7 X C4054 X AS27133,5.7405095
2019 X 7 X C4054 X AS27134,2.4219792
2019 X 7 X C4054 X AS27137,-0.5410842
2019 X 7 X C4054 X AS27138,-1.6242647
2019 X 7 X C4054 X AS27139,-0.9868585
2019 X 7 X C4054 X AS42018,-0.27652073
2019 X 7 X C4054 X AS46000,0.07447073
2019 X 7 X C4056 X AS17005,-0.6231396
2019 X 7 X C4056 X AS27000,11.1739435
2019 X 7 X C4056 X AS27132,0.87191963
2019 X 7 X C4056 X AS27133,5.7423887
2019 X 7 X C4056 X AS27134,3.1811528
2019 X 7 X C4056 X AS27137,-0.004831195
2019 X 7 X C4056 X AS27138,-1.629973
2019 X 7 X C4056 X AS27139,-1.2180164
2019 X 7 X C4056 X AS42018,-0.505646
2019 X 7 X C4056 X AS46000,-0.0820587
2019 X 7 X C4061 X AS17005,-0.5780431
2019 X 7 X C4061 X AS27000,11.972046
2019 X 7 X C4061 X AS27132,0.81617177
2019 X 7 X C4061 X AS27133,6.6380606
2019 X 7 X C4061 X AS27134,2.7518885
2019 X 7 X C4061 X AS27137,-0.5399802
2019 X 7 X C4061 X AS27138,-1.6326896
2019 X 7 X C4061 X AS27139,-0.8014947
2019 X 7 X C4061 X AS42018,-0.23860663
2019 X 7 X C4061 X AS46000,-0.06264058
2019 X 7 X C5001 X AS17005,-0.7158191
2019 X 7 X C5001 X AS27000,11.164428
2019 X 7 X C5001 X AS27132,0.9921837
2019 X 7 X C5001 X AS27133,5.350208
2019 X 7 X C5001 X AS27134,5.64342
2019 X 7 X C5001 X AS27137,2.6260223
2019 X 7 X C5001 X AS27138,-0.7614668
2019 X 7 X C5001 X AS27139,-1.4803854
2019 X 7 X C5001 X AS42018,-1.6021599
2019 X 7 X C5001 X AS46000,-1.2568486
2019 X 7 X C5002 X AS17005,-1.0489109
2019 X 7 X C5002 X AS27000,14.536475
2019 X 7 X C5002 X AS27132,0.7817193
2019 X 7 X C5002 X AS27133,5.741635
2019 X 7 X C5002 X AS27134,2.0706353
2019 X 7 X C5002 X AS27137,-0.8969076
2019 X 7 X C5002 X AS27138,-0.18036917
2019 X 7 X C5002 X AS27139,-0.20085266
2019 X 7 X C5002 X AS42018,0.059985995
2019 X 7 X C5002 X AS46000,-0.5968256
2019 X 7 X C5003 X AS17005,-1.7484411
2019 X 7 X C5003 X AS27000,10.161687
2019 X 7 X C5003 X AS27132,0.30186358
2019 X 7 X C5003 X AS27133,6.231151
2019 X 7 X C5003 X AS27134,8.028609
2019 X 7 X C5003 X AS27137,1.27002
2019 X 7 X C5003 X AS27138,-1.5175802
2019 X 7 X C5003 X AS27139,-2.1048923
2019 X 7 X C5003 X AS42018,-1.4808304
2019 X 7 X C5003 X AS46000,-0.5215872
2019 X 7 X C5004 X AS17005,-0.43610224
2019 X 7 X C5004 X AS27000,13.374388
2019 X 7 X C5004 X AS27132,0.58804345
2019 X 7 X C5004 X AS27133,5.5881443
2019 X 7 X C5004 X AS27134,4.252336
2019 X 7 X C5004 X AS27137,0.4844689
2019 X 7 X C5004 X AS27138,-1.6967826
2019 X 7 X C5004 X AS27139,-1.6197418
2019 X 7 X C5004 X AS42018,-0.8859127
2019 X 7 X C5004 X AS46000,-0.4397369
2019 X 7 X C5006 X AS17005,-0.68000275
2019 X 7 X C5006 X AS27000,12.259308
2019 X 7 X C5006 X AS27132,0.8172468
2019 X 7 X C5006 X AS27133,7.8556776
2019 X 7 X C5006 X AS27134,7.48773
2019 X 7 X C5006 X AS27137,1.1775
2019 X 7 X C5006 X AS27138,-1.9052771
2019 X 7 X C5006 X AS27139,-2.383435
2019 X 7 X C5006 X AS42018,-0.87621975
2019 X 7 X C5006 X AS46000,0.12897053
2019 X 7 X C5015 X AS17005,-0.14212596
2019 X 7 X C5015 X AS27000,13.211351
2019 X 7 X C5015 X AS27132,1.1971731
2019 X 7 X C5015 X AS27133,5.579132
2019 X 7 X C5015 X AS27134,2.6182067
2019 X 7 X C5015 X AS27137,-0.6591048
2019 X 7 X C5015 X AS27138,-1.8891348
2019 X 7 X C5015 X AS27139,-1.0547583
2019 X 7 X C5015 X AS42018,-0.13586167
2019 X 7 X C5015 X AS46000,0.027916163
2019 X 7 X C5016 X AS17005,-0.767068
2019 X 7 X C5016 X AS27000,10.291401
2019 X 7 X C5016 X AS27132,1.0698739
2019 X 7 X C5016 X AS27133,5.7715435
2019 X 7 X C5016 X AS27134,2.696489
2019 X 7 X C5016 X AS27137,-0.4802227
2019 X 7 X C5016 X AS27138,-1.5260082
2019 X 7 X C5016 X AS27139,-1.1623482
2019 X 7 X C5016 X AS42018,-0.42678264
2019 X 7 X C5016 X AS46000,-0.06521469
2019 X 7 X C5017 X AS17005,-0.7313893
2019 X 7 X C5017 X AS27000,10.391778
2019 X 7 X C5017 X AS27132,0.5664222
2019 X 7 X C5017 X AS27133,8.068754
2019 X 7 X C5017 X AS27134,7.615055
2019 X 7 X C5017 X AS27137,0.61976004
2019 X 7 X C5017 X AS27138,-2.1965642
2019 X 7 X C5017 X AS27139,-2.2498248
2019 X 7 X C5017 X AS42018,-0.46366274
2019 X 7 X C5017 X AS46000,0.4748379
2019 X 7 X C5018 X AS17005,3.231774
2019 X 7 X C5018 X AS27000,7.9496555
2019 X 7 X C5018 X AS27132,3.6310658
2019 X 7 X C5018 X AS27133,4.0459847
2019 X 7 X C5018 X AS27134,1.6563611
2019 X 7 X C5018 X AS27137,-0.6806529
2019 X 7 X C5018 X AS27138,-0.9953847
2019 X 7 X C5018 X AS27139,-0.3153972
2019 X 7 X C5018 X AS42018,-0.06675562
2019 X 7 X C5018 X AS46000,-0.5553838
2019 X 7 X C5019 X AS17005,-1.3464228
2019 X 7 X C5019 X AS27000,10.07942
2019 X 7 X C5019 X AS27132,0.7128322
2019 X 7 X C5019 X AS27133,12.356561
2019 X 7 X C5019 X AS27134,7.937069
2019 X 7 X C5019 X AS27137,0.02580151
2019 X 7 X C5019 X AS27138,-2.2791476
2019 X 7 X C5019 X AS27139,-1.7489779
2019 X 7 X C5019 X AS42018,-0.22150433
2019 X 7 X C5019 X AS46000,0.3173453
2019 X 7 X C5020 X AS17005,-0.38946962
2019 X 7 X C5020 X AS27000,10.537717
2019 X 7 X C5020 X AS27132,0.37135425
2019 X 7 X C5020 X AS27133,5.848421
2019 X 7 X C5020 X AS27134,3.5549684
2019 X 7 X C5020 X AS27137,0.028782785
2019 X 7 X C5020 X AS27138,-1.8557792
2019 X 7 X C5020 X AS27139,-1.4762647
2019 X 7 X C5020 X AS42018,-0.5435698
2019 X 7 X C5020 X AS46000,-0.029916555
2019 X 7 X C5021 X AS17005,-0.4908338
2019 X 7 X C5021 X AS27000,10.609701
2019 X 7 X C5021 X AS27132,1.1192577
2019 X 7 X C5021 X AS27133,5.153956
2019 X 7 X C5021 X AS27134,2.5024471
2019 X 7 X C5021 X AS27137,-0.42580497
2019 X 7 X C5021 X AS27138,-1.6304252
2019 X 7 X C5021 X AS27139,-1.0400531
2019 X 7 X C5021 X AS42018,-0.34894118
2019 X 7 X C5021 X AS46000,-0.17276591
2019 X 7 X C5060 X AS17005,-0.7956288
2019 X 7 X C5060 X AS27000,9.797766
2019 X 7 X C5060 X AS27132,1.0308735
2019 X 7 X C5060 X AS27133,5.892484
2019 X 7 X C5060 X AS27134,3.6325593
2019 X 7 X C5060 X AS27137,-0.10154039
2019 X 7 X C5060 X AS27138,-2.1364784
2019 X 7 X C5060 X AS27139,-1.6586714
2019 X 7 X C5060 X AS42018,-0.30586597
2019 X 7 X C5060 X AS46000,0.2832622
2019 X 7 X C5063 X AS17005,-0.40019175
2019 X 7 X C5063 X AS27000,10.33927
2019 X 7 X C5063 X AS27132,1.123133
2019 X 7 X C5063 X AS27133,5.435349
2019 X 7 X C5063 X AS27134,2.5748732
2019 X 7 X C5063 X AS27137,-0.5355022
2019 X 7 X C5063 X AS27138,-1.7729704
2019 X 7 X C5063 X AS27139,-1.0890393
2019 X 7 X C5063 X AS42018,-0.28214774
2019 X 7 X C5063 X AS46000,-0.053132683
2019 X 7 X C5066 X AS17005,-0.7735142
2019 X 7 X C5066 X AS27000,9.396893
2019 X 7 X C5066 X AS27132,1.1482794
2019 X 7 X C5066 X AS27133,5.290509
2019 X 7 X C5066 X AS27134,2.8076162
2019 X 7 X C5066 X AS27137,-0.33599013
2019 X 7 X C5066 X AS27138,-1.8559167
2019 X 7 X C5066 X AS27139,-1.4006813
2019 X 7 X C5066 X AS42018,-0.39765224
2019 X 7 X C5066 X AS46000,0.079557
2019 X 8 X C1004 X AS17005,-0.6172205
2019 X 8 X C1004 X AS27000,27.592049
2019 X 8 X C1004 X AS27132,3.7631383
2019 X 8 X C1004 X AS27133,13.765339
2019 X 8 X C1004 X AS27134,17.379436
2019 X 8 X C1004 X AS27137,-0.17531347
2019 X 8 X C1004 X AS27138,-3.898791
2019 X 8 X C1004 X AS27139,-4.4638124
2019 X 8 X C1004 X AS42018,-3.3066816
2019 X 8 X C1004 X AS46000,-2.114742
2019 X 8 X C1007 X AS17005,-2.2040958
2019 X 8 X C1007 X AS27000,24.853012
2019 X 8 X C1007 X AS27132,6.0646663
2019 X 8 X C1007 X AS27133,19.76465
2019 X 8 X C1007 X AS27134,23.741976
2019 X 8 X C1007 X AS27137,1.0007212
2019 X 8 X C1007 X AS27138,-3.1500719
2019 X 8 X C1007 X AS27139,-4.329981
2019 X 8 X C1007 X AS42018,-2.4174056
2019 X 8 X C1007 X AS46000,-1.0957422
2019 X 8 X C1008 X AS17005,-1.5184509
2019 X 8 X C1008 X AS27000,24.029514
2019 X 8 X C1008 X AS27132,3.4372962
2019 X 8 X C1008 X AS27133,7.709139
2019 X 8 X C1008 X AS27134,4.2747707
2019 X 8 X C1008 X AS27137,-0.4533703
2019 X 8 X C1008 X AS27138,-2.8762274
2019 X 8 X C1008 X AS27139,-3.6972907
2019 X 8 X C1008 X AS42018,-3.4922338
2019 X 8 X C1008 X AS46000,-3.0398684
2019 X 8 X C1009 X AS17005,-3.078237
2019 X 8 X C1009 X AS27000,25.091099
2019 X 8 X C1009 X AS27132,5.356557
2019 X 8 X C1009 X AS27133,8.208421
2019 X 8 X C1009 X AS27134,6.8278832
2019 X 8 X C1009 X AS27137,-0.36888716
2019 X 8 X C1009 X AS27138,-3.429087
2019 X 8 X C1009 X AS27139,-4.240908
2019 X 8 X C1009 X AS42018,-3.3354485
2019 X 8 X C1009 X AS46000,-2.4358974
2019 X 8 X C1010 X AS17005,-2.752628
2019 X 8 X C1010 X AS27000,24.995981
2019 X 8 X C1010 X AS27132,4.225469
2019 X 8 X C1010 X AS27133,9.551686
2019 X 8 X C1010 X AS27134,9.614884
2019 X 8 X C1010 X AS27137,-0.22410259
2019 X 8 X C1010 X AS27138,-3.3852282
2019 X 8 X C1010 X AS27139,-4.277847
2019 X 8 X C1010 X AS42018,-3.340838
2019 X 8 X C1010 X AS46000,-2.2740893
2019 X 8 X C1011 X AS17005,-2.540131
2019 X 8 X C1011 X AS27000,25.437567
2019 X 8 X C1011 X AS27132,3.790123
2019 X 8 X C1011 X AS27133,8.270107
2019 X 8 X C1011 X AS27134,10.213769
2019 X 8 X C1011 X AS27137,0.14840716
2019 X 8 X C1011 X AS27138,-3.0694776
2019 X 8 X C1011 X AS27139,-4.234044
2019 X 8 X C1011 X AS42018,-3.4533749
2019 X 8 X C1011 X AS46000,-2.492944
2019 X 8 X C1014 X AS17005,-2.5898159
2019 X 8 X C1014 X AS27000,25.848501
2019 X 8 X C1014 X AS27132,3.99535
2019 X 8 X C1014 X AS27133,5.84874
2019 X 8 X C1014 X AS27134,3.6103742
2019 X 8 X C1014 X AS27137,-0.77286726
2019 X 8 X C1014 X AS27138,-3.1459076
2019 X 8 X C1014 X AS27139,-3.5328789
2019 X 8 X C1014 X AS42018,-3.0664506
2019 X 8 X C1014 X AS46000,-2.6492908
2019 X 8 X C1015 X AS17005,-3.0066118
2019 X 8 X C1015 X AS27000,24.818958
2019 X 8 X C1015 X AS27132,5.143773
2019 X 8 X C1015 X AS27133,12.224808
2019 X 8 X C1015 X AS27134,10.930904
2019 X 8 X C1015 X AS27137,-0.25273168
2019 X 8 X C1015 X AS27138,-3.6334102
2019 X 8 X C1015 X AS27139,-4.153113
2019 X 8 X C1015 X AS42018,-2.947403
2019 X 8 X C1015 X AS46000,-1.7963773
2019 X 8 X C1017 X AS17005,-1.7523534
2019 X 8 X C1017 X AS27000,25.197027
2019 X 8 X C1017 X AS27132,1.8766142
2019 X 8 X C1017 X AS27133,4.9375505
2019 X 8 X C1017 X AS27134,4.072243
2019 X 8 X C1017 X AS27137,-0.1299997
2019 X 8 X C1017 X AS27138,-2.6708655
2019 X 8 X C1017 X AS27139,-3.4812598
2019 X 8 X C1017 X AS42018,-3.2215161
2019 X 8 X C1017 X AS46000,-2.7556767
2019 X 8 X C1018 X AS17005,-2.9145954
2019 X 8 X C1018 X AS27000,25.7916
2019 X 8 X C1018 X AS27132,4.5482845
2019 X 8 X C1018 X AS27133,11.138223
2019 X 8 X C1018 X AS27134,25.588264
2019 X 8 X C1018 X AS27137,7.639504
2019 X 8 X C1018 X AS27138,-0.6156957
2019 X 8 X C1018 X AS27139,-4.7985024
2019 X 8 X C1018 X AS42018,-3.8306234
2019 X 8 X C1018 X AS46000,-1.7236285
2019 X 8 X C1024 X AS17005,-1.0588999
2019 X 8 X C1024 X AS27000,28.564648
2019 X 8 X C1024 X AS27132,13.938327
2019 X 8 X C1024 X AS27133,48.819477
2019 X 8 X C1024 X AS27134,44.293484
2019 X 8 X C1024 X AS27137,5.9385576
2019 X 8 X C1024 X AS27138,0.44504204
2019 X 8 X C1024 X AS27139,-4.370552
2019 X 8 X C1024 X AS42018,-0.69634545
2019 X 8 X C1024 X AS46000,0.9451938
2019 X 8 X C1026 X AS17005,-0.3577619
2019 X 8 X C1026 X AS27000,27.363714
2019 X 8 X C1026 X AS27132,4.542501
2019 X 8 X C1026 X AS27133,24.082848
2019 X 8 X C1026 X AS27134,20.364416
2019 X 8 X C1026 X AS27137,1.3766242
2019 X 8 X C1026 X AS27138,-2.2760787
2019 X 8 X C1026 X AS27139,-3.9390872
2019 X 8 X C1026 X AS42018,-2.4330754
2019 X 8 X C1026 X AS46000,-1.2979716
2019 X 8 X C1027 X AS17005,-1.5545303
2019 X 8 X C1027 X AS27000,26.98705
2019 X 8 X C1027 X AS27132,5.051699
2019 X 8 X C1027 X AS27133,16.263668
2019 X 8 X C1027 X AS27134,18.130573
2019 X 8 X C1027 X AS27137,1.1353581
2019 X 8 X C1027 X AS27138,-2.2935753
2019 X 8 X C1027 X AS27139,-3.8377397
2019 X 8 X C1027 X AS42018,-2.8069692
2019 X 8 X C1027 X AS46000,-1.6653597
2019 X 8 X C1028 X AS17005,-1.8177483
2019 X 8 X C1028 X AS27000,27.552658
2019 X 8 X C1028 X AS27132,4.4118705
2019 X 8 X C1028 X AS27133,11.152313
2019 X 8 X C1028 X AS27134,14.010101
2019 X 8 X C1028 X AS27137,0.43035775
2019 X 8 X C1028 X AS27138,-2.8048868
2019 X 8 X C1028 X AS27139,-3.9375114
2019 X 8 X C1028 X AS42018,-2.9829772
2019 X 8 X C1028 X AS46000,-1.8080835
2019 X 8 X C1029 X AS17005,-1.9694546
2019 X 8 X C1029 X AS27000,27.519606
2019 X 8 X C1029 X AS27132,5.0423326
2019 X 8 X C1029 X AS27133,13.572201
2019 X 8 X C1029 X AS27134,19.486544
2019 X 8 X C1029 X AS27137,1.769355
2019 X 8 X C1029 X AS27138,-1.8059005
2019 X 8 X C1029 X AS27139,-4.262486
2019 X 8 X C1029 X AS42018,-3.1033313
2019 X 8 X C1029 X AS46000,-1.5816088
2019 X 8 X C1030 X AS17005,-1.6624887
2019 X 8 X C1030 X AS27000,28.63362
2019 X 8 X C1030 X AS27132,5.464432
2019 X 8 X C1030 X AS27133,25.979572
2019 X 8 X C1030 X AS27134,25.330505
2019 X 8 X C1030 X AS27137,1.7347152
2019 X 8 X C1030 X AS27138,-2.228354
2019 X 8 X C1030 X AS27139,-3.6945355
2019 X 8 X C1030 X AS42018,-1.6591944
2019 X 8 X C1030 X AS46000,-0.76326036
2019 X 8 X C1034 X AS17005,-1.3410654
2019 X 8 X C1034 X AS27000,27.610752
2019 X 8 X C1034 X AS27132,3.1252158
2019 X 8 X C1034 X AS27133,12.038174
2019 X 8 X C1034 X AS27134,13.431061
2019 X 8 X C1034 X AS27137,1.0159309
2019 X 8 X C1034 X AS27138,-2.2641816
2019 X 8 X C1034 X AS27139,-3.6920476
2019 X 8 X C1034 X AS42018,-3.0192676
2019 X 8 X C1034 X AS46000,-1.9315413
2019 X 8 X C1035 X AS17005,-1.805037
2019 X 8 X C1035 X AS27000,28.458328
2019 X 8 X C1035 X AS27132,3.5154016
2019 X 8 X C1035 X AS27133,9.60131
2019 X 8 X C1035 X AS27134,19.233936
2019 X 8 X C1035 X AS27137,2.0899231
2019 X 8 X C1035 X AS27138,-1.2822895
2019 X 8 X C1035 X AS27139,-4.116728
2019 X 8 X C1035 X AS42018,-3.29499
2019 X 8 X C1035 X AS46000,-1.7167584
2019 X 8 X C1051 X AS17005,-1.3953592
2019 X 8 X C1051 X AS27000,29.465818
2019 X 8 X C1051 X AS27132,4.7315536
2019 X 8 X C1051 X AS27133,10.581753
2019 X 8 X C1051 X AS27134,13.678943
2019 X 8 X C1051 X AS27137,0.48854533
2019 X 8 X C1051 X AS27138,-2.41099
2019 X 8 X C1051 X AS27139,-3.6176276
